2 1 38.50 60 0 2 2 1 1 1 2 2 2 1 0 1 1 44.00 7.70 0 0 1 2 00000 00000 00000 2
1 1 37.80 88 22 2 1 2 1 3 0 0 2 0 0 4 0 64.00 8.00 1 6.00 2 1 03205 00000 00000 1
2 1 38.2 130 16 4 3 4 2 2 4 4 1 1 0 0 0 65 82 2 2 3 2 02209 01400 00000 2
1 1 39.00 64 36 3 1 4 2 3 3 2 1 2 7.00 4 5 44.00 7.50 3 5.00 1 1 02113 00000 00000 1
1 1 0 60 36 3 1 3 1 3 3 2 1 1 0 3 4 26 72 2 1 1 1 02208 00000 00000 2
2 1 37.9 72 0 1 1 5 2 3 3 1 1 3 2 3 4 58 74 1 2 1 1 02322 00000 00000 2
2 1 38.40 54 24 1 1 1 1 1 3 1 2 1 0 3 2 49.00 7.20 1 0 1 2 03111 00000 00000 1
2 1 0 52 16 1 0 3 1 0 0 0 2 3 5.50 0 0 55.00 7.20 0 0 1 2 02124 00000 00000 2
2 1 38.00 48 12 1 1 1 1 1 3 0 1 1 0 3 2 42.00 6.30 2 4.10 1 2 03111 00000 00000 1
2 1 37.00 60 20 3 0 0 1 3 0 3 2 2 4.50 4 4 43.00 7.60 0 0 3 1 02209 00000 00000 1
1 1 37.80 48 28 1 1 1 1 1 2 1 2 0 0 1 1 46.00 5.90 2 7.00 1 2 00000 00000 00000 1
1 1  37.70 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 02113 00000 00000 2
1 1 38.10 52 24 1 1 5 1 4 3 1 2 3 7.00 1 0 54.00 7.50 2 2.60 2 1 02112 00000 00000 1
1 9  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37.00 4.90 0 0 2 1 11124 00000 00000 2
1 9 39.7 100 0 3 3 5 2 2 3 0 0 0 0 0 0 48 57 2 2 3 1 01400 00000 00000 2
1 1 37.6 38 20 3 3 1 1 3 3 2 0 0 0 3 0 37 68 0 0 1 1 03205 00000 00000 2
2 1 38.7 52 20 2 0 1 1 1 1 1 1 1 0 1 1 33 77 0 0 1 2 00000 00000 00000 2
1 1 0 0 0 3 3 3 3 5 3 3 3 2 0 4 5 46.00 5.90 0 0 2 1 03025 00000 00000 2
1 1 37.50 96 18 1 3 6 2 3 4 2 2 3 5.00 0 4 69.00 8.90 3 0 1 1 02208 00000 00000 1
1 1 36.40 98 35 3 3 4 1 4 3 2 0 0 0 4 4 47.00 6.40 3 3.60 2 1 02205 00000 00000 1
1 1 37.3 40 0 0 3 1 1 2 3 2 3 1 0 3 5 36 0 3 2 1 1 03111 00000 00000 2
1 9  38.10 100 80 3 1 2 1 3 4 1 0 0 0 1 0 36.00 5.70 0 0 1 1 03111 00000 00000 2
1 1  38.00 0 24 3 3 6 2 5 0 4 1 1 0 0 0 68.00 7.80 0 0 2 1 03205 00000 00000 2
1 1 37.80 60 80 1 3 2 2 2 3 3 0 2 5.50 4 0 40.00 4.50 2 0 1 1 05206 00000 00000 1
2 1 38.00 54 30 2 3 3 3 3 1 2 2 2 0 0 4 45.00 6.20 0 0 1 2 00400 00000 00000 2
1 1 0 88 40 3 3 4 2 5 4 3 3 0 0 4 5 50.00 7.70 3 1.40 2 1 04205 00000 00000 1
2 1 0 40 16 0 0 0 1 0 0 0 0 0 0 0 0 50.00 7.00 2 3.90 3 1 02208 00000 00000 1
2 1 39.00 64 40 1 1 5 1 3 3 2 2 1 0 3 3 42.00 7.50 2 2.30 1 2 05000 00000 00000 1
2 1 38.3 42 10 1 1 1 1 1 1 1 0 0 0 0 0 38 61 0 0 1 2 00000 00000 00000 2
2 1 38.0 52 16 0 0 0 0 2 0 0 0 3 1 1 1 53 86 0 0 1 1 02322 00000 00000 2
2 1 40.30 114 36 3 3 1 2 2 3 3 2 1 7.00 1 5 57.00 8.10 3 4.50 2 1 03205 00000 00000 1
2 1 38.80 50 20 3 1 1 1 1 1 1 2 1 0 3 1 42.00 6.20 0 0 1 2 00000 00000 00000 2
2 1 0 0 0 3 3 1 1 5 3 3 1 1 0 4 5 38.00 6.50 0 0 2 1 03205 00000 00000 2
2 1 37.50 48 30 4 1 3 1 0 2 1 1 1 0 1 1 48.00 8.60 0 0 1 2 00000 00000 00000 2
1 1 37.3 48 20 0 1 2 1 3 3 3 2 1 0 3 5 41 69 0 0 1 1 03205 00000 00000 2
2 1 0 84 36 0 0 3 1 0 3 1 2 1 0 3 2 44.00 8.50 0 0 1 1 03111 00000 00000 2
1 1 38.1 88 32 3 3 4 1 2 3 3 0 3 1 4 5 55 60 0 0 3 2 03205 00000 00000 2
2 1 37.7 44 40 2 1 3 1 1 3 2 1 1 0 1 5 41 60 0 0 1 2 00000 00000 00000 2
2 1 39.60 108 51 3 3 6 2 2 4 3 1 2 0 3 5 59.00 8.00 2 2.60 1 2 04300 00000 00000 1
1 1 38.2 40 16 3 3 1 1 1 3 0 0 0 0 1 1 34 66 0 0 1 2 00000 00000 00000 2
1 1 0 60 20 4 3 4 2 5 4 0 0 1 0 4 5 0 0 0 0 3 1 03205 00000 00000 2
2 1 38.3 40 16 3 0 1 1 2 0 0 0 0 0 0 0 37 57 0 0 1 2 00000 00000 00000 2
1 9  38.00 140 68 1 1 1 1 3 3 2 0 0 0 2 1 39.00 5.30 0 0 1 1 07111 00000 00000 2
1 1 37.80 52 24 1 3 3 1 4 4 1 2 3 5.70 2 5 48.00 6.60 1 3.70 2 1 05400 00000 00000 2
1 1 0 70 36 1 0 3 2 2 3 2 2 0 0 4 5 36.00 7.30 0 0 1 1 31110 00000 00000 2
1 1 38.30 52 96 0 3 3 1 0 0 0 1 1 0 1 0 43.00 6.10 0 0 1 1 03209 00000 00000 1
2 1 37.30 50 32 1 1 3 1 1 3 2 0 0 0 1 0 44.00 7.00 0 0 1 2 00000 00000 00000 2
1 1 38.7 60 32 4 3 2 2 4 4 4 0 0 0 4 5 53 64 3 2 3 1 03205 00000 00000 2
1 9  38.40 84 40 3 3 2 1 3 3 3 1 1 0 0 0 36.00 6.60 2 2.80 2 1 02205 00000 00000 1
1 1 0 70 16 3 4 5 2 2 3 2 2 1 0 4 5 60.00 7.50 0 0 2 1 02112 00000 00000 2
1 1 38.3 40 16 3 0 0 1 1 3 2 0 0 0 0 0 38 58 1 2 1 1 03111 07111 00000 2
1 1 0 40 0 2 1 1 1 1 3 1 1 1 0 0 5 39 56 0 0 1 1 03111 00000 00000 2
1 1 36.80 60 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.00 2 1 03205 00000 00000 1
1 1 38.4 44 24 3 0 4 0 5 4 3 2 1 0 4 5 50 77 0 0 1 1 03205 00000 00000 2
2 1 0 0 40 3 1 1 1 3 3 2 0 0 0 0 0 45 70 0 0 1 2 00000 00000 00000 2
1 1 38.0 44 12 1 1 1 1 3 3 3 2 1 0 4 5 42 65 0 0 1 1 03205 03111 00000 2
2 1  39.50 0 0 3 3 4 2 3 4 3 0 3 5.50 4 5 0 6.70 1 0 3 1 04205 00000 00000 2
1 1 36.5 78 30 1 0 1 1 5 3 1 0 1 0 0 0 34 75 2 1 1 1 03112 06112 00000 2
2 1 38.1 56 20 2 1 2 1 1 3 1 1 1 0 0 0 46 70 0 0 1 2 00000 00000 00000 2
1 1 39.40 54 66 1 1 2 1 2 3 2 1 1 0 3 4 39.00 6.00 2 0 1 1 02206 00000 00000 1
1 1 38.3 80 40 0 0 6 2 4 3 1 0 2 0 1 4 67 10.2 2 1 3 1 02208 00000 00000 2
2 1 38.7 40 28 2 1 1 1 3 1 1 0 0 0 1 0 39 62 1 1 1 2 00000 00000 00000 2
1 1 38.20 64 24 1 1 3 1 4 4 3 2 1 0 4 4 45.00 7.50 1 2.00 2 1 03205 00000 00000 1
2 1 37.60 48 20 3 1 4 1 1 1 3 2 1 0 1 1 37.00 5.50 0 0 3 1 02205 00000 00000 2
1 1 38.00 42 68 4 1 1 1 3 3 2 2 2 0 4 4 41.00 7.60 0 0 1 1 02205 00000 00000 2
1 1 38.70 0 0 3 1 3 1 5 4 2 0 0 0 0 0 33.00 6.50 2 0 1 1 31110 00000 00000 2
1 1  37.40 50 32 3 3 0 1 4 4 1 2 1 0 1 0 45.00 7.90 2 1.00 1 1 02208 00000 00000 1
1 1 37.4 84 20 0 0 3 1 2 3 3 0 0 0 0 0 31 61 0 1 3 2 02208 00000 00000 2
1 1 38.40 49 0 0 0 1 1 0 0 1 2 1 0 0 0 44.00 7.60 0 0 1 1 02206 00000 00000 2
1 1 37.80 30 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 02113 00000 00000 2
2 1 37.60 88 36 3 1 1 1 3 3 2 1 3 1.50 0 0 44.00 6.00 0 0 2 1 01400 00000 00000 2
0 1 38.0 48 20 3 1 3 1 4 3 1 2 1 0 3 5 43 73 2 1 0 1 03111 00000 00000 2
2 1 37.90 40 24 1 1 1 1 2 3 1 0 0 0 0 3 40.00 5.70 0 0 1 1 00400 00000 00000 2
1 1 0 100 0 3 0 4 2 5 4 0 2 0 0 2 0 59.00 6.30 0 0 2 1 04205 00000 00000 2
1 9  38.10 136 48 3 3 3 1 5 1 3 2 2 4.40 2 0 33.00 4.90 2 2.90 2 1 02205 00000 00000 1
1 1 0 0 0 3 3 3 2 5 3 3 3 2 0 4 5 46.00 5.90 0 0 2 1 03025 00000 00000 2
1 1 38 48 0 1 1 1 1 1 2 4 2 2 0 4 5 0 0 0 0 1 1 03111 00000 00000 2
2 1 38 56 0 1 2 3 1 1 1 1 1 1 0 1 1 42 71 0 0 1 2 00000 00000 00000 2
2 1 38 60 32 1 1 0 1 3 3 0 1 1 0 0 0 50 7.0 1 1 1 2 00000 00000 00000 2
1 1 38.10 44 9 3 1 1 1 2 2 1 1 1 0 4 5 31.00 7.30 0 0 1 2 05124 00000 00000 2
2 1 36.00 42 30 0 0 5 1 0 0 0 0 0 0 0 0 64.00 6.80 0 0 2 2 01400 00000 00000 2
1 1 0 120 0 4 3 6 2 5 4 4 0 0 0 4 5 57.00 4.50 3 3.90 2 1 03205 00000 00000 1
1 1 37.80 48 28 1 1 1 2 1 2 1 2 0 0 1 1 46.00 5.90 2 7.00 1 2 00000 00000 00000 1
1 1 37.1 84 40 3 3 6 1 2 4 4 3 2 2 4 5 75 81 0 0 3 2 01400 00000 00000 2
2 1 0 80 32 3 3 2 1 2 3 3 2 1 0 3 0 50 80 0 0 1 1 00000 00000 00000 2
1 1 38.2 48 0 1 3 3 1 3 4 4 1 3 2 4 5 42 71 0 0 1 1 03111 00000 00000 2
2 1 38.00 44 12 2 1 3 1 3 4 3 1 2 6.50 1 4 33.00 6.50 0 0 2 1 02209 00000 00000 2
1 1 38.30 132 0 0 3 6 2 2 4 2 2 3 6.20 4 4 57.00 8.00 0 5.20 1 1 02112 00000 00000 1
2 1 38.7 48 24 0 0 0 0 1 1 0 1 1 0 1 0 34 63 0 0 1 2 00000 00000 00000 2
2 1 38.9 44 14 3 1 1 1 2 3 2 0 0 0 0 2 33 64 0 0 1 2 00000 00000 00000 2
1 1 39.30 0 0 4 3 6 2 4 4 2 1 3 4.00 4 4 75.00 0 3 4.30 2 1 02207 00000 00000 1
1 1 0 100 0 3 3 4 2 0 4 4 2 1 2 0 0 68 64 3 2 1 1 02209 00000 00000 2
2 1 38.60 48 20 3 1 1 1 1 3 2 2 1 0 3 2 50.00 7.30 1 0 1 2 03111 00000 00000 1
2 1 38.8 48 40 1 1 3 1 3 3 4 2 0 0 0 5 41 65 0 0 1 1 04124 00000 000000 2
2 1 38.00 48 20 3 3 4 1 1 4 2 2 0 5.00 0 2 49.00 8.30 1 0 1 2 00400 00000 00000 1
2 1 38.60 52 20 1 1 1 1 3 3 2 1 1 0 1 3 36.00 6.60 1 5.00 1 2 00000 00000 00000 1
1 1 37.8 60 24 1 0 3 2 0 4 4 2 3 2 0 5 52 75 0 0 3 1 02205 00000 00000 2
2 1 38.00 42 40 3 1 1 1 3 3 1 0 0 0 0 0 0 0 0 0 1 2 03111 00000 00000 2
2 1 0 0 12 1 1 2 1 2 1 2 3 1 0 1 3 44.00 7.50 2 0 1 2 00000 00000 00000 1
1 1 0 0 0 0 0 0 0 4 0 0 1 1 0 0 5 35 58 2 1 1 1 04205 00000 00000 2
1 1 38.30 42 24 0 0 0 1 0 0 0 0 0 0 0 0 40.00 8.50 0 0 2 1 07113 00000 00000 2
2 1 39.5 60 10 3 0 0 2 3 3 2 2 1 0 3 0 38 56 1 0 1 2 00000 00000 00000 2
1 1 38 66 20 1 3 3 1 5 3 1 1 1 0 3 0 46 46 3 2 3 1 06209 00000 00000 2
1 1 38.70 76 0 1 1 5 2 3 3 2 2 2 0 4 4 50.00 8.00 0 0 1 1 02208 00000 00000 1
1 1 39.4 120 48 0 0 5 1 0 3 3 1 0 0 4 0 56 64 1 2 3 2 01400 00000 00000 2
1 1 38.30 40 18 1 1 1 1 3 1 1 0 0 0 2 1 43.00 5.90 1 0 1 2 00000 00000 00000 1
2 1 0 44 24 1 1 1 1 3 3 1 2 1 0 0 1 0 6.30 0 0 1 2 03111 00000 00000 2
1 1 38.40 104 40 1 1 3 1 2 4 2 2 3 6.50 0 4 55.00 8.50 0 0 1 1 02124 00000 00000 2
1 1 0 65 24 0 0 0 2 5 0 4 3 1 0 0 5 0 0 0 0 3 1 03205 00000 00000 2
2 1 37.5 44 20 1 1 3 1 0 1 1 0 0 0 1 0 35 7.2 0 0 1 2 00000 00000 00000 2
2 1 39.00 86 16 3 3 5 0 3 3 3 0 2 0 0 0 68.00 5.80 3 6.00 2 1 05400 00000 00000 1
1 1 38.5 129 48 3 3 3 1 2 4 3 1 3 2 0 0 57 66 3 2 1 1 02206 00000 00000 2
1 1 0 104 0 3 3 5 2 2 4 3 0 3 0 4 4 69.00 8.60 2 3.40 2 1 02207 00000 00000 1
2 1 0 0 0 3 4 6 0 4 0 4 0 0 0 0 0 0 0 0 0 2 1 03400 00000 00000 1
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 02208 00000 00000 2
1 1 38.2 60 30 1 1 3 1 3 3 1 2 1 0 3 2 48 66 0 0 1 1 06112 00000 00000 2
1 1 0 68 14 0 0 4 1 4 0 0 0 1 4.30 0 0 0 0 2 2.80 2 1 04205 00000 00000 1
1 1 0 60 30 3 3 4 2 5 4 4 1 1 0 4 0 45 70 3 2 1 1 06111 03111 00000 2
2 1 38.50 100 0 3 3 5 2 4 3 4 2 1 0 4 5 0 0 0 0 3 2 01111 00000 00000 1
1 1 38.40 84 30 3 1 5 2 4 3 3 2 3 6.50 4 4 47.00 7.50 3 0 2 1 02300 00000 00000 2
2 1 37.80 48 14 0 0 1 1 3 0 2 1 3 5.30 1 0 35.00 7.50 0 0 1 2 03111 00000 00000 1
1 1  38.00 0 24 3 3 6 2 5 0 4 1 1 0 0 0 68.00 7.80 0 0 2 1 02205 00000 00000 2
2 1 37.8 56 16 1 1 2 1 2 1 1 2 1 0 1 0 44 68 1 1 1 2 00000 00000 00000 2
2 1 38.2 68 32 2 2 2 1 1 1 1 3 1 0 1 1 43 65 0 0 1 2 00000 00000 00000 2
1 1 38.5 120 60 4 3 6 2 0 3 0 0 0 0 0 0 54 0 0 0 1 1 05400 00000 00000 2
1 1  39.30 64 90 2 3 1 1 0 3 1 1 2 0 0 0 39.00 6.70 0 0 1 1 21110 00000 00000 2
1 1 38.40 80 30 4 3 1 1 3 3 3 3 3 0 4 5 32.00 6.10 3 4.30 1 1 07209 00000 00000 1
1 1 38.5 60 0 1 1 0 1 0 1 1 0 0 0 0 0 33 53 1 0 1 1 04111 00000 00000 2
1 1  38.30 60 16 3 1 1 1 2 1 1 2 2 3.00 1 4 30.00 6.00 1 3.00 1 1 31110 00000 00000 2
1 1 37.10 40 8 0 1 4 1 3 3 1 1 1 0 3 3 23.00 6.70 3 0 1 1 03133 00000 00000 1
2 9  0 100 44 2 1 1 1 4 1 1 0 0 0 1 0 37.00 4.70 0 0 1 2 07111 00000 00000 2
1 1 38.2 48 18 1 1 1 1 3 3 3 1 2 0 4 0 48 74 1 2 1 1 05111 00000 00000 2
1 1 0 60 48 3 3 4 2 4 3 4 0 0 0 0 0 58.00 7.60 0 0 2 1 03205 00000 00000 2
2 1 37.9 88 24 1 1 2 1 2 2 1 0 0 0 4 1 37 56 0 0 1 2 00000 00000 00000 2
2 1 38.0 44 12 3 1 1 0 0 1 2 0 0 0 1 0 42 64 0 0 1 2 00000 00000 00000 2
2 1 38.50 60 20 1 1 5 2 2 2 1 2 1 0 2 3 63.00 7.50 2 2.30 3 2 00300 00000 00000 1
2 1 38.50 96 36 3 3 0 2 2 4 2 1 2 0 4 5 70.00 8.50 0 0 2 1 01400 00000 00000 1
2 1 38.3 60 20 1 1 1 2 1 3 1 0 0 0 3 0 34 66 0 0 1 2 00000 00000 00000 2
2 1 38.5 60 40 3 1 2 1 2 1 2 0 0 0 3 2 49 59 0 0 1 2 00000 00000 00000 2
1 1 37.30 48 12 1 0 3 1 3 1 3 2 1 0 3 3 40.00 6.60 2 0 1 1 03205 00000 00000 1
1 1 38.50 86 0 1 1 3 1 4 4 3 2 1 0 3 5 45.00 7.40 1 3.40 2 1 03209 00000 00000 1
1 1 37.5 48 40 0 0 0 0 0 0 0 1 1 0 0 5 41 55 3 2 3 1 02208 00000 00000 2
2 1 37.20 36 9 1 1 1 1 2 3 1 2 1 0 4 1 35.00 5.70 0 0 1 2 31110 00000 00000 2
1 1 39.20 0 23 3 1 3 1 4 4 2 2 0 0 0 0 36.00 6.60 1 3.00 1 1 03115 00000 00000 1
2 1 38.50 100 0 3 3 5 2 4 3 4 2 1 0 4 5 0 0 0 0 3 2 04124 00000 00000 2
1 1 38.5 96 30 2 3 4 2 4 4 3 2 1 0 3 5 50 65 0 0 1 1 06111 03112 00000 2
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45.00 8.70 0 0 2 1 02208 00000 00000 2
1 1 37.8 88 80 3 3 5 2 0 3 3 2 3 0 4 5 64 89 0 0 3 1 03205 00000 00000 2
2 1 37.5 44 10 3 1 1 1 3 1 2 2 0 0 3 3 43 51 1 1 1 2 00000 00000 00000 2
1 1 37.90 68 20 0 1 2 1 2 4 2 0 0 0 1 5 45.00 4.00 3 2.80 2 1 05400 00000 00000 1
1 1 38.00 86 24 4 3 4 1 2 4 4 1 1 0 4 5 45.00 5.50 1 10.10 2 1 03111 00000 00000 1
1 9  38.90 120 30 1 3 2 2 3 3 3 3 1 3.00 0 0 47.00 6.30 1 0 1 2 02124 00000 00000 2
1 1 37.60 45 12 3 1 3 1 0 2 2 2 1 0 1 4 39.00 7.00 2 1.50 1 1 02112 00000 00000 1
2 1 38.60 56 32 2 1 1 1 1 1 1 2 0 0 2 0 40.00 7.00 2 2.10 1 2 00000 00000 00000 1
1 1 37.80 40 12 1 1 1 1 1 2 1 2 1 0 1 2 38.00 7.00 0 0 1 1 03111 00000 00000 2
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 00000 00000 00000 2
1 1  38.00 76 18 0 0 0 2 0 0 0 0 0 0 0 0 71.00 11.00 0 0 1 1 02209 00000 00000 1
1 1 38.1 40 36 1 2 2 1 2 2 0 0 0 0 0 0 0 0 0 0 3 1 03112 00000 00000 2
1 1 0 52 28 3 3 4 1 3 4 3 2 1 0 4 4 37.00 8.10 0 0 1 1 02111 00000 00000 2
1 1 39.2 88 58 4 4 0 2 5 4 0 0 0 0 0 0 0 0 2 2 3 2 03205 00000 00000 2
1 1 38.5 92 40 4 3 0 1 2 4 3 0 0 0 4 0 46 67 2 2 1 1 02208 00000 00000 2
1 1 0 112 13 4 4 4 1 2 3 1 2 1 4.50 4 4 60.00 6.30 3 0 1 1 02205 00000 00000 1
1 1 37.70 66 12 1 1 3 1 3 3 2 2 0 0 4 4 31.50 6.20 2 1.60 1 1 02208 00000 00000 1
1 1 38.8 50 14 1 1 1 1 3 1 1 1 1 0 3 5 38 58 0 0 1 1 03111 00000 00000 2
2 1 38.40 54 24 1 1 1 1 1 3 1 2 1 0 3 2 49.00 7.20 1 8.00 1 2 03111 00000 00000 1
1 1 39.20 120 20 4 3 5 2 2 3 3 1 3 0 0 4 60.00 8.80 3 0 2 1 02205 00000 00000 2
